,date,id,activity,circumplex.arousal,circumplex.valence,mood,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,productivity_attribute,social_app,productivity_to_social_app_ratio,social_phone,activity_3day_avg,circumplex.arousal_3day_avg,circumplex.valence_3day_avg,mood_3day_avg,appCat.builtin_3day_avg,appCat.communication_3day_avg,appCat.entertainment_3day_avg,appCat.finance_3day_avg,appCat.game_3day_avg,appCat.office_3day_avg,appCat.other_3day_avg,appCat.social_3day_avg,appCat.travel_3day_avg,appCat.unknown_3day_avg,appCat.utilities_3day_avg,appCat.weather_3day_avg,call_3day_avg,screen_3day_avg,sms_3day_avg,productivity_attribute_3day_avg,social_app_3day_avg,productivity_to_social_app_ratio_3day_avg,social_phone_3day_avg,activity_7day_avg,circumplex.arousal_7day_avg,circumplex.valence_7day_avg,mood_7day_avg,appCat.builtin_7day_avg,appCat.communication_7day_avg,appCat.entertainment_7day_avg,appCat.finance_7day_avg,appCat.game_7day_avg,appCat.office_7day_avg,appCat.other_7day_avg,appCat.social_7day_avg,appCat.travel_7day_avg,appCat.unknown_7day_avg,appCat.utilities_7day_avg,appCat.weather_7day_avg,call_7day_avg,screen_7day_avg,sms_7day_avg,productivity_attribute_7day_avg,social_app_7day_avg,productivity_to_social_app_ratio_7day_avg,social_phone_7day_avg,productivity_to_social_ratio,social_attribute,mood_quantiles
0,2014-02-26,AS14.01,0.09046372718961769,-0.25,0.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.5,0.1537980168063215,0.18333333333333335,0.48333333333333334,6.283333333333334,522.4513333333333,1598.9083333333335,34.96933333333333,23.540000000000003,0.0,1.8263333333333334,37.01,1187.1263333333334,68.226,0.0,94.10866666666668,0.0,3.3333333333333335,1968.8089996973674,1.4444444444444446,12.683166666666665,1393.0173333333332,0.35648832391972746,2.388888888888889,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,1.0,0.0,Q1
1,2014-03-21,AS14.01,0.13405010398938863,0.2,0.2,6.2,1090.617,2850.042,100.898,49.544,0.0,5.479,50.465,3121.747,167.373,0.0,229.138,0.0,6.0,2867.9629995822906,1.3333333333333335,55.022999999999996,2985.8945,0.01768349694307435,3.666666666666667,0.1537980168063215,0.18333333333333335,0.48333333333333334,6.283333333333334,522.4513333333333,1598.9083333333335,34.96933333333333,23.540000000000003,0.0,1.8263333333333334,37.01,1187.1263333333334,68.226,0.0,94.10866666666668,0.0,3.3333333333333335,1968.8089996973674,1.4444444444444446,12.683166666666665,1393.0173333333332,0.35648832391972746,2.388888888888889,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,55.02331020785477,3222.645,Q1
2,2014-03-22,AS14.01,0.23688021923995814,0.6,0.5,6.4,476.737,1946.683,4.01,21.076,0.0,0.0,60.565,439.632,37.305,0.0,53.188,0.0,3.0,3038.4639995098114,1.0,21.076,1193.1575,0.051781474816108,2.0,0.1537980168063215,0.18333333333333335,0.48333333333333334,6.283333333333334,522.4513333333333,1598.9083333333335,34.96933333333333,23.540000000000003,0.0,1.8263333333333334,37.01,1187.1263333333334,68.226,0.0,94.10866666666668,0.0,3.3333333333333335,1968.8089996973674,1.4444444444444446,12.683166666666665,1393.0173333333332,0.35648832391972746,2.388888888888889,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,21.07824900031936,443.642,Q1
3,2014-03-23,AS14.01,0.14274111580506366,0.2,0.8,6.8,540.915,2680.535,4.028,43.403,0.0,0.0,40.604,649.414,0.0,0.0,30.086,30.386,6.5,2780.277001142501,1.0,43.403,1664.9744999999998,0.06927081267297487,3.75,0.1537980168063215,0.18333333333333335,0.48333333333333334,6.283333333333334,522.4513333333333,1598.9083333333335,34.96933333333333,23.540000000000003,0.0,1.8263333333333334,37.01,1187.1263333333334,68.226,0.0,94.10866666666668,0.0,3.3333333333333335,1968.8089996973674,1.4444444444444446,12.683166666666665,1393.0173333333332,0.35648832391972746,2.388888888888889,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,43.404528019289714,653.442,Q1
4,2014-03-24,AS14.01,0.07896105611559796,0.8,0.0,6.0,731.456,5070.628,70.289,34.106,0.0,3.01,66.558,1362.785,35.004999999999995,0.0,10.064,0.0,10.0,5953.697000980377,1.0,37.116,3216.7065,0.02725713099115446,5.5,0.17122381301147013,0.3333333333333333,0.5,6.466666666666666,702.7563333333334,2492.42,36.312,38.007666666666665,0.0,1.8263333333333334,50.54466666666667,1403.5976666666666,68.226,0.0,104.13733333333334,10.128666666666666,5.166666666666667,2895.5680000782013,1.1111111111111112,19.916999999999998,1948.0088333333333,0.046245261477385745,3.1388888888888893,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,37.116697314085606,1433.074,Q1
5,2014-03-25,AS14.01,0.09837411239050677,0.5,0.5,6.75,445.343,3673.328,18.066,43.054,0.0,0.0,31.68,1233.253,0.0,79.546,222.893,0.0,7.333333333333334,3326.4939990043626,1.0,43.054,2453.2905,0.035947751530137184,4.166666666666667,0.15286079705353992,0.5333333333333333,0.43333333333333335,6.400000000000001,583.0360000000001,3232.615333333333,26.108999999999998,32.86166666666667,0.0,1.0033333333333332,55.909,817.277,24.103333333333335,0.0,31.112666666666666,10.128666666666666,6.5,3924.14600054423,1.0,16.9325,2024.9461666666666,0.049436472826745785,3.75,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,43.05479851858831,1251.319,Q1
6,2014-03-26,AS14.01,0.10130832167007592,-0.2,0.6,6.6,608.67,4399.854,31.131,52.331,0.0,0.0,56.525,1589.301,0.0,0.0,33.365,0.0,4.666666666666667,5123.954999923706,1.0,52.331,2994.5775000000003,0.03348738190568234,2.8333333333333335,0.10669209477038948,0.5,0.43333333333333335,6.516666666666666,572.5713333333333,3808.163666666666,30.79433333333333,40.18766666666667,0.0,1.0033333333333332,46.28066666666667,1081.8173333333334,11.668333333333331,26.515333333333334,87.681,10.128666666666666,7.9444444444444455,4020.156000375747,1.0,20.5955,2444.9905,0.04415856506475551,4.472222222222222,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,52.33161673878399,1620.432,Q1
7,2014-03-27,AS14.01,0.15951064096909748,0.2,0.8,7.0,795.431,3956.983,39.289,42.219,0.0,72.082,58.532,440.767,47.314,0.0,127.80199999999999,0.0,2.0,4165.831999778747,1.0,114.30099999999999,2198.875,0.24126035149443217,1.5,0.09288116339206022,0.3666666666666667,0.3666666666666667,6.45,595.1563333333334,4381.2699999999995,39.82866666666667,43.16366666666667,0.0,1.0033333333333332,51.58766666666667,1395.113,11.668333333333331,26.515333333333334,88.77399999999999,0.0,7.333333333333333,4801.381999969482,1.0,22.0835,2888.1915000000004,0.032230754808991326,4.166666666666667,0.12611123662860127,0.2642857142857143,0.4785714285714286,6.428571428571429,556.2482857142858,2945.867142857143,32.63171428571429,34.78771428571429,0.0,1.2127142857142859,43.771,1199.4474285714284,34.24042857142857,11.363714285714286,82.67628571428573,4.340857142857143,5.5,3298.692857163293,1.1904761904761905,18.000214285714286,2072.6572857142855,0.17648972126559018,3.3452380952380953,114.30307876006118,480.056,Q2
8,2014-03-28,AS14.01,0.09569802163712014,-0.6,0.6,6.4,649.026,866.833,74.363,89.166,233.036,0.0,53.521,512.741,372.826,0.0,130.822,0.0,5.0,2522.1649994850172,1.0,89.166,689.787,0.1547536597952144,3.0,0.11973102500989341,0.16666666666666666,0.6333333333333333,6.783333333333334,616.4813333333333,4010.0550000000003,29.495333333333335,45.868,0.0,24.02733333333333,48.91233333333333,1087.7736666666667,15.771333333333333,26.515333333333334,128.02,0.0,4.666666666666667,4205.426999568939,1.0,34.94766666666666,2548.9143333333336,0.10356516164341723,2.8333333333333335,0.13597508145424123,0.32857142857142857,0.4857142857142857,6.535714285714286,669.8812857142857,3511.1504285714286,38.24442857142857,40.819,0.0,11.510142857142856,52.13271428571428,1262.4141428571427,40.99957142857142,11.363714285714286,100.93371428571429,4.340857142857143,5.642857142857143,3893.8117142745423,1.0476190476190477,26.164571428571428,2386.7822857142855,0.06809834290765192,3.3452380952380953,89.1677003795247,587.104,Q1
9,2014-03-29,AS14.01,0.06820281010186964,0.2,1.0,8.0,428.979,1512.28,75.78,0.0,0.0,0.0,86.091,472.888,52.434999999999995,0.0,236.857,0.0,4.0,1435.9450001716605,1.0,0.0,992.584,0.003631952465006138,2.5,0.11883899475876453,-0.19999999999999998,0.6666666666666666,6.666666666666667,684.3756666666667,3074.5566666666673,48.261,61.23866666666667,77.67866666666667,24.02733333333333,56.19266666666666,847.6030000000001,140.04666666666668,0.0,97.32966666666665,0.0,3.8888888888888893,3937.31733306249,1.0,42.633,1961.0798333333332,0.14316713106510964,2.4444444444444446,0.1304962125467743,0.21428571428571427,0.5428571428571428,6.564285714285714,606.7968571428571,3227.834857142857,34.453714285714284,46.479285714285716,33.29085714285714,10.727428571428572,52.569285714285705,889.699,70.35,11.363714285714286,86.88857142857144,4.340857142857143,5.5,3844.411999974932,1.0,28.60335714285714,2058.7669285714283,0.08767979474367192,3.25,0.0018192800017465087,548.668,Q3
